DBN,School Name,# Total Students,# Students in Temporary Housing,% Students in Temporary Housing,# Students Residing in Shelter,# Residing in DHS Shelter,# Residing in Non-DHS Shelter,# Doubled Up
14K700,Universal Pre-K C.B.O.,863,19,0.0220162217,8,s,s,10
15K001,P.S. 001 The Bergen,967,33,0.0341261625,6,s,s,26
15K010,"Magnet School of Math, Science and Design Technolo",874,19,0.0217391308,6,s,s,10
15K015,P.S. 015 Patrick F. Daly,435,46,0.105747126,29,18,11,16
15K024,P.S. 024,564,88,0.156028375,19,s,s,67
15K029,P.S. 029 John M. Harrigan,817,s,s,s,s,s,s
15K032,P.S. 032 Samuel Mills Sprole,465,33,0.0709677413,11,s,s,22
15K038,P.S. 038 The Pacific,549,20,0.0364298709,11,s,s,9
15K039,P.S. 039 Henry Bristow,456,s,s,s,s,s,s
15K051,M.S. 51 William Alexander,1157,54,0.0466724299,7,s,s,44
15K058,P.S. 058 The Carroll,869,10,0.0115074795,s,s,s,6
15K088,J.H.S. 088 Peter Rouget,1474,64,0.043419268,12,s,s,49
15K094,P.S. 094 The Henry Longfellow,1146,66,0.0575916246,s,s,s,59
15K107,P.S. 107 John W. Kimball,506,s,s,s,s,s,s
15K118,The Maurice Sendak Community School,294,s,s,s,s,s,s
15K124,P.S. 124 Silas B. Dutcher,289,61,0.2110726684,44,s,s,17
15K130,P.S. 130 The Parkside,878,27,0.0307517089,7,s,s,19
15K131,P.S. 131 Brooklyn,767,70,0.0912646651,s,s,s,66
15K136,I.S. 136 Charles O. Dewey,507,35,0.0690335333,20,10,10,15
15K146,"The Brooklyn New School, P.S. 146",721,14,0.0194174759,s,s,s,9
15K154,The Windsor Terrace School,452,s,s,s,s,s,s
15K169,P.S. 169 Sunset Park,1223,80,0.0654129162,s,s,s,65
15K172,P.S. 172 Beacon School of Excellence,572,16,0.0279720277,s,s,s,13
15K230,P.S. 230 Doris L. Cohen,1066,151,0.1416510344,11,s,s,140
15K261,P.S. 261 Philip Livingston,703,21,0.0298719779,s,s,s,16
15K295,P.S. 295,373,15,0.040214479,11,s,s,s
15K321,P.S. 321 William Penn,1379,8,0.0058013052,s,s,s,s
15K418,The Children's School,277,s,s,s,s,s,s
15K423,Brooklyn Frontiers High School,160,12,0.075000003,8,s,s,s
15K429,Digital Arts and Cinema Technology High School,337,16,0.0474777445,9,s,s,6
15K442,M.S. 442 Carroll Gardens School for Innovation,359,13,0.0362116992,s,s,s,10
15K443,New Voices School of Academic & Creative Arts,611,15,0.0245499182,s,s,s,10
15K444,Home Schooling,326,s,s,s,s,s,s
15K447,The Math & Science Exploratory School,576,23,0.039930556,13,s,s,9
15K448,Brooklyn Collaborative Studies,688,57,0.0828488395,17,s,s,31
15K462,John Jay School for Law,487,46,0.0944558531,24,13,11,17
15K463,Cyberarts Studio Academy,255,21,0.0823529437,6,s,s,14
15K464,Park Slope Collegiate,694,43,0.0619596541,11,s,s,29
15K497,The Boerum Hill School for International Studies,784,52,0.0663265288,13,s,s,33
15K516,Sunset Park Avenues Elementary School,446,31,0.0695067272,s,s,s,28
15K519,Cobble Hill School of American Studies,483,59,0.1221532077,28,9,19,28
15K529,West Brooklyn Community High School,216,15,0.0694444478,s,s,s,13
15K592,Khalil Gibran International Academy,163,19,0.1165644154,8,s,s,10
15K656,Brooklyn High School of the Arts,946,43,0.0454545468,22,12,10,20
15K667,Sunset Park High School,1299,98,0.0754426494,21,12,9,71
15K676,Red Hook Neighborhood School,108,21,0.1944444478,11,s,s,8
15K684,Millennium Brooklyn HS,690,9,0.0130434781,s,s,s,8
15K698,South Brooklyn Community High School,197,19,0.0964467004,7,s,s,8
15K700,Universal Pre-K C.B.O.,1198,43,0.0358931534,6,s,s,37
15K767,The Little Brooklyn Pre-K Center,136,s,s,s,s,s,s
15K821,Sunset Park Prep,527,51,0.0967741907,10,s,s,40
15K839,M.S. 839,371,30,0.080862537,s,s,s,25
15K863,Pre-K Center at Bishop Ford School Site,384,s,s,s,s,s,s
15K896,The School of Creativity and Innovation,155,6,0.0387096778,s,s,s,s
16K005,P.S. 005 Dr. Ronald McNair,216,44,0.2037037015,24,13,11,18
16K021,P.S. 021 Crispus Attucks,547,68,0.1243144423,44,s,s,24
16K025,P.S. 025 Eubie Blake School,61,15,0.2459016442,9,s,s,6
16K026,P.S. 026 Jesse Owens,223,26,0.1165919304,21,13,8,s
16K035,M.S. 035 Stephen Decatur,195,44,0.2256410271,26,14,12,17
16K040,P.S. 040 George W. Carver,463,79,0.1706263572,41,21,20,35
16K057,Whitelaw Reid Academy of Arts and Business,103,33,0.3203883469,20,12,8,13
16K081,P.S. 081 Thaddeus Stevens,279,90,0.3225806355,64,47,17,25
16K243,P.S. 243K- The Weeksville School,205,31,0.151219517,13,s,s,11
16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,166,19,0.1144578308,14,s,s,s
16K267,"M.S. 267 Math, Science & Technology",199,30,0.1507537663,15,s,s,12
16K308,P.S. 308 Clara Cardwell,270,73,0.2703703642,41,21,20,29
16K309,P.S. 309 The George E. Wibecan Preparatory Academy,172,26,0.1511627883,11,s,s,12
16K335,P.S. 335 Granville T. Woods,199,39,0.1959798932,26,12,14,11
16K444,Home Schooling,116,17,0.1465517282,11,s,s,6
16K455,Boys and Girls High School,444,62,0.1396396458,38,17,21,20
16K498,Brooklyn High School for Law and Technology,613,64,0.1044045687,31,9,22,24
16K627,Brighter Choice Community School,326,65,0.1993865073,46,29,17,18
16K628,Brooklyn Brownstone School,328,17,0.0518292673,7,s,s,9
16K669,Research and Service High School,295,32,0.108474575,16,s,s,9
16K681,Madiba Prep Middle School,233,44,0.1888412088,25,10,15,19
16K688,The Brooklyn Academy of Global Finance,136,14,0.1029411778,11,s,s,s
16K700,Universal Pre-K C.B.O.,496,30,0.0604838692,10,s,s,12
16K765,Nelson Mandela High School,167,22,0.1317365319,12,6,6,6
16K898,The Brooklyn Green School,152,14,0.092105262,8,s,s,s
17K002,Parkside Preparatory Academy,424,49,0.1155660376,11,s,s,38
17K006,Norma Adams Clemons Academy,640,84,0.131249994,59,44,15,18
17K012,Dr. Jacqueline Peek-Davis School,206,40,0.1941747516,19,9,10,21
17K061,M.S. 061 Dr. Gladstone H. Atwell,512,89,0.173828125,45,31,14,43
17K091,P.S. 091 The Albany Avenue School,193,21,0.1088082865,8,s,s,13
17K092,P.S. 092 Adrian Hegeman,330,35,0.1060606092,15,9,6,20
17K122,Pathways in Technology Early College High School (,614,52,0.0846905559,27,14,13,19
17K138,P.S. 138 Brooklyn,514,61,0.1186770424,31,19,12,28
17K161,P.S. 161 The Crown,338,76,0.2248520702,58,50,8,18
17K181,P.S. 181 Brooklyn,614,54,0.0879478827,34,23,11,18
17K189,P.S. 189 The Bilingual Center,969,136,0.1403508782,50,32,18,73
17K191,P.S. 191 Paul Robeson,177,63,0.3559322059,42,35,7,15
17K221,P.S. 221 Toussaint L'Ouverture,197,38,0.1928934008,13,s,s,24
17K241,P.S. 241 Emma L. Johnston,401,69,0.1720698327,12,s,s,54
17K246,M.S. 246 Walt Whitman,376,74,0.196808517,23,s,s,51
17K249,P.S. 249 The Caton,824,57,0.0691747591,8,s,s,48
17K289,P.S. 289 George V. Brower,293,77,0.2627986372,34,25,9,39
17K316,P.S. 316 Elijah Stroud,568,21,0.0369718298,6,s,s,s
17K340,I.S. 340,223,20,0.0896860957,8,s,s,11
17K352,Ebbets Field Middle School,139,16,0.1151079163,s,s,s,10
17K353,Elijah Stroud Middle School,148,20,0.1351351291,9,s,s,7
17K354,The School of Integrated Learning,332,46,0.1385542154,14,7,7,29
17K375,P.S. 375 Jackie Robinson School,261,53,0.2030651271,18,10,8,34
17K382,Academy for College Preparation and Career Explora,341,70,0.2052785903,33,17,16,35
17K394,M.S. K394,290,50,0.1724137962,28,22,6,21
17K397,P.S. 397 Foster-Laurie,163,10,0.0613496937,7,s,s,s
17K398,P.S. 398 Walter Weaver,222,92,0.4144144058,22,15,7,63
17K399,P.S. 399 Stanley Eugene Clark,240,62,0.2583333254,51,43,8,11
17K408,Academy of Hospitality and Tourism,269,41,0.1524163634,17,10,7,24
17K444,Home Schooling,331,15,0.0453172214,10,s,s,s
17K484,Ronald Edmonds Learning Center II,179,35,0.1955307275,15,s,s,20
17K524,International High School at Prospect Heights,332,64,0.1927710772,10,s,s,48
17K528,The High School for Global Citizenship,236,42,0.177966103,14,6,8,26
17K531,"School for Human Rights, The",283,29,0.1024734974,14,7,7,12
17K532,New Bridges Elementary,432,66,0.1527777761,18,s,s,47
17K537,High School for Youth and Community Development at,497,59,0.1187122762,21,10,11,31
17K539,High School for Service & Learning at Erasmus,268,34,0.1268656701,14,s,s,20
17K543,"Science, Technology and Research Early College Hig",661,34,0.0514372177,10,s,s,22
17K546,High School for Public Service: Heroes of Tomorrow,521,52,0.0998080596,24,10,14,23
17K547,Brooklyn Academy of Science and the Environment,331,37,0.1117824763,13,7,6,22
17K548,Brooklyn School for Music & Theatre,293,37,0.1262798607,22,11,11,14
17K568,Brownsville Academy High School,100,14,0.1400000006,8,s,s,s
17K590,Medgar Evers College Preparatory School,1490,75,0.0503355712,21,11,10,44
17K600,Clara Barton High School,1311,100,0.0762776509,34,16,18,63
17K646,Aspirations Diploma Plus High School,177,23,0.1299435049,11,s,s,9
17K700,Universal Pre-K C.B.O.,1394,28,0.0200860836,20,s,s,7
17K705,Brooklyn Arts and Science Elementary School,312,43,0.1378205121,21,13,8,20
17K722,New Heights Middle School,249,38,0.1526104361,13,s,s,22
17K745,Brooklyn Institute for Liberal Arts,522,48,0.0919540226,9,s,s,36
17K751,Academy for Health Careers,277,29,0.1046931371,12,s,s,15
17K770,P.S. 770 New American Academy,291,19,0.0652920976,12,s,s,7
18K066,P.S. 66,684,52,0.0760233924,26,18,8,21
18K068,I.S. 068 Isaac Bildersee,251,24,0.0956175327,s,s,s,16
18K114,P.S. 114 Ryder Elementary,447,68,0.1521252841,29,20,9,28
18K115,P.S. 115 Daniel Mucatel School,860,55,0.0639534891,6,s,s,44
18K135,P.S. 135 Sheldon A. Brookner,415,33,0.0795180723,21,s,s,10
18K208,P.S. 208 Elsa Ebeling,310,18,0.0580645166,12,s,s,6
18K211,I.S. 211 John Wilson,261,42,0.1609195471,7,s,s,29
18K219,P.S. 219 Kennedy-King,319,35,0.1097178683,23,13,10,7
18K233,P.S. 233 Langston Hughes,308,23,0.0746753216,10,s,s,13
18K235,P.S. 235 Janice Marie Knight School,1114,28,0.0251346491,9,s,s,18
18K244,P.S. 244 Richard R. Green,387,31,0.0801033601,13,s,s,15
18K268,P.S. 268 Emma Lazarus,296,40,0.1351351291,32,20,12,8
18K272,P.S. 272 Curtis Estabrook,403,87,0.2158809006,21,s,s,59
18K276,P.S. 276 Louis Marshall,517,27,0.0522243716,7,s,s,20
18K279,P.S. 279 Herman Schreiber,285,26,0.0912280679,6,s,s,19
18K285,I.S. 285 Meyer Levin,763,96,0.1258191317,28,14,14,62
18K366,The Science And Medicine Middle School,388,51,0.1314432919,16,9,7,31
18K444,Home Schooling,199,8,0.0402010046,s,s,s,s
18K563,It Takes a Village Academy,500,52,0.1040000021,18,12,6,31
18K566,Brooklyn Community High School for Excellence and,204,19,0.0931372568,s,s,s,14
18K567,Brooklyn Theatre Arts High School,269,23,0.0855018571,11,s,s,10
18K569,Kurt Hahn Expeditionary Learning School,221,30,0.1357466131,12,s,s,17
18K576,Victory Collegiate High School,282,17,0.060283687,9,s,s,8
18K578,Brooklyn Bridge Academy,161,16,0.0993788838,7,s,s,9
18K581,"The Middle School of Media, Law and Fine Arts",220,38,0.1727272719,17,11,6,18
18K588,Middle School for Art and Philosophy,142,20,0.1408450752,11,s,s,s
18K617,High School for Innovation in Advertising and Medi,209,20,0.095693782,7,s,s,11
18K629,Cultural Academy for the Arts and Sciences,210,26,0.1238095239,16,10,6,8
18K633,High School for Medical Professions,485,47,0.0969072133,13,s,s,34
18K635,Olympus Academy,189,12,0.0634920672,s,s,s,6
18K637,Academy for Conservation and the Environment,340,48,0.1411764771,17,7,10,30
18K642,Urban Action Academy,187,28,0.1497326195,11,s,s,16
18K673,East Brooklyn Community High School,187,21,0.1122994646,8,s,s,11
18K700,Universal Pre-K C.B.O.,750,13,0.0173333324,9,s,s,s
18K763,Brooklyn Science and Engineering Academy,360,20,0.055555556,7,s,s,13
19K007,P.S. 007 Abraham Lincoln,738,27,0.0365853645,8,s,s,17
19K013,P.S. 013 Roberto Clemente,426,67,0.157276988,46,s,s,17
19K065,P.S. 065,533,140,0.2626641691,6,s,s,134
19K089,P.S. 089 Cypress Hills,491,39,0.0794297382,s,s,s,36
19K108,P.S. 108 Sal Abbracciamento,887,277,0.3122886121,25,s,s,251
19K149,P.S. 149 Danny Kaye,511,75,0.1467710435,50,43,7,25
19K158,P.S. 158 Warwick,507,60,0.1183431968,41,31,10,16
19K159,P.S. 159 Isaac Pitkin,704,48,0.0681818202,16,10,6,32
19K171,I.S. 171 Abraham Lincoln,344,44,0.1279069781,s,s,s,41
19K190,P.S. 190 Sheffield,163,29,0.1779141128,17,11,6,11
19K202,P.S. 202 Ernest S. Jenkyns,307,54,0.1758957654,36,21,15,15
19K213,P.S. 213 New Lots,247,40,0.1619433165,24,14,10,14
19K214,P.S. 214 Michael Friedsam,845,65,0.0769230798,19,s,s,45
19K218,J.H.S. 218 James P. Sinnott,344,64,0.1860465109,18,12,6,43
19K224,P.S. 224 Hale A. Woodruff,303,23,0.075907588,10,s,s,13
19K273,P.S. 273 Wortman,314,54,0.1719745249,20,s,s,33
19K290,P.S. 290 Juan Morel Campos,396,50,0.1262626201,15,s,s,35
19K292,J.H.S. 292 Margaret S. Douglas,506,102,0.2015810311,69,53,16,33
19K306,P.S. 306 Ethan Allen,289,66,0.2283737063,35,20,15,26
19K325,The Fresh Creek School,145,16,0.1103448272,11,s,s,s
19K328,P.S. 328 Phyllis Wheatley,308,125,0.405844152,111,70,41,9
19K345,P.S. 345 Patrolman Robert Bolden,515,47,0.0912621394,37,s,s,10
19K346,P.S. 346 Abe Stark,505,47,0.0930693075,6,s,s,39
19K364,I.S. 364 Gateway,212,27,0.1273584962,s,s,s,19
19K404,Academy for Young Writers,543,51,0.0939226523,26,17,9,25
19K409,East New York Family Academy,559,58,0.1037567109,32,14,18,23
19K422,Spring Creek Community School,525,41,0.0780952349,24,14,10,15
19K444,Home Schooling,378,33,0.0873015895,19,11,8,13
19K452,Frederick Douglass Academy VIII Middle School,280,25,0.0892857164,10,s,s,15
19K502,FDNY - Captain Vernon A. Richard High School for F,266,48,0.1804511249,32,12,20,15
19K504,High School for Civil Rights,188,39,0.2074468136,25,13,12,12
19K507,Performing Arts and Technology High School,330,41,0.124242425,19,10,9,19
19K510,World Academy for Total Community Health High Scho,177,32,0.1807909608,11,s,s,20
19K557,Brooklyn Gardens Elementary School,289,83,0.2871972322,38,28,10,35
19K583,Multicultural High School,294,38,0.1292517036,9,s,s,28
19K615,Transit Tech Career and Technical Education High S,852,83,0.0974178389,34,17,17,48
19K618,Academy of Innovative Technology,455,28,0.0615384616,13,7,6,14
19K639,Brooklyn Lab School,394,37,0.0939086303,11,s,s,21
19K654,Van Siclen Community Middle School,293,44,0.1501706541,14,s,s,29
19K659,Cypress Hills Collegiate Preparatory School,376,40,0.1063829809,10,s,s,29
19K660,W. H. Maxwell Career and Technical Education High,398,55,0.1381909549,40,20,20,13
19K661,Vista Academy,487,77,0.1581108868,10,s,s,67
19K662,Liberty Avenue Middle School,562,88,0.156583637,26,16,10,58
19K663,School of the Future Brooklyn,119,24,0.2016806751,13,s,s,11
19K677,East New York Elementary School of Excellence,457,75,0.1641137898,30,24,6,45
19K678,East New York Middle School of Excellence,250,30,0.1199999973,14,8,6,14
19K683,School for Classics High School,241,30,0.1244813278,11,s,s,16
19K700,Universal Pre-K C.B.O.,1429,53,0.0370888747,35,s,s,16
19K760,Highland Park Community School,375,51,0.1360000074,s,s,s,47
19K764,The Urban Assembly School for Collaborative Health,349,40,0.1146131828,11,s,s,29
19K907,Legacy School of the Arts,143,27,0.188811183,14,s,s,10
19K938,P.S. 938,61,8,0.1311475337,s,s,s,7
19K953,The East New York Arts and Civics High School,172,22,0.1279069781,10,s,s,11
20K030,P.S./I.S. 30 Mary White Ovington,992,37,0.0372983888,s,s,s,35
20K048,P.S. 048 Mapleton,579,20,0.0345423147,s,s,s,17
20K062,J.H.S. 062 Ditmas,1147,145,0.1264167428,9,s,s,131
20K069,P.S. 69 Vincent D. Grippo School,765,10,0.0130718956,s,s,s,9
20K102,P.S. 102 The Bayview,1322,57,0.0431164913,s,s,s,52
20K104,P.S./I.S. 104 The Fort Hamilton School,1224,16,0.0130718956,s,s,s,10
20K105,P.S. 105 The Blythebourne,1377,6,0.0043572984,s,s,s,s
20K112,P.S. 112 Lefferts Park,730,35,0.0479452051,s,s,s,33
20K127,P.S. 127 Mckinley Park,531,8,0.0150659131,s,s,s,6
20K160,P.S. 160 William T. Sampson,1151,40,0.0347523876,s,s,s,39
20K163,P.S. 163 Bath Beach,634,58,0.0914826468,s,s,s,56
20K164,P.S. 164 Caesar Rodney,635,51,0.0803149641,s,s,s,51
20K170,Ralph A. Fabrizio School,1001,125,0.1248751283,6,s,s,119
20K176,P.S. 176 Ovington,1175,32,0.0272340421,s,s,s,32
20K179,P.S. 179 Kensington,798,67,0.0839598998,s,s,s,62
20K180,The SEEALL Academy,1045,32,0.0306220092,s,s,s,30
20K185,P.S. 185 Walter Kassenbrock,607,6,0.0098846788,s,s,s,s
20K186,P.S. 186 Dr. Irving A Gladstone,1071,25,0.0233426709,s,s,s,20
20K187,The Christa McAuliffe School\I.S. 187,990,s,s,s,s,s,s
20K192,P.S. 192 - The Magnet School for Math and Science,643,57,0.0886469707,s,s,s,56
20K200,P.S. 200 Benson School,1384,42,0.0303468201,s,s,s,38
20K201,J.H.S. 201 The Dyker Heights,1742,30,0.0172215849,s,s,s,28
20K204,P.S. 204 Vince Lombardi,1063,18,0.0169332083,s,s,s,16
20K205,P.S. 205 Clarion,1245,25,0.0200803205,s,s,s,24
20K220,J.H.S. 220 John J. Pershing,1454,126,0.0866574943,s,s,s,119
20K223,J.H.S. 223 The Montauk,909,75,0.0825082511,s,s,s,71
20K227,J.H.S. 227 Edward B. Shallow,1567,74,0.0472239964,s,s,s,68
20K229,P.S. 229 Dyker,1212,18,0.0148514854,s,s,s,17
20K247,P.S. 247 Brooklyn,815,13,0.0159509201,s,s,s,12
20K259,J.H.S. 259 William McKinley,1776,72,0.0405405387,s,s,s,67
20K264,P.S. 264 Bay Ridge Elementary School For The Arts,443,18,0.0406320542,s,s,s,18
20K310,The School For Future Leaders,491,s,s,s,s,s,s
20K444,Home Schooling,440,s,s,s,s,s,s
20K445,New Utrecht High School,3591,228,0.0634920672,15,6,9,210
20K485,High School of Telecommunication Arts and Technolo,1292,40,0.0309597515,s,s,s,35
20K490,Fort Hamilton High School,4678,233,0.0498076119,13,7,6,208
20K503,P.S. 503: The School of Discovery,877,260,0.2964652181,11,s,s,249
20K505,Franklin Delano Roosevelt High School,3333,214,0.0642064214,17,6,11,180
20K506,P.S. 506: The School of Journalism & Technology,671,80,0.1192250401,s,s,s,79
20K609,Urban Assembly School for Leadership and Empowerme,592,51,0.0861486495,s,s,s,46
20K682,The Academy of Talented Scholars,393,10,0.0254452918,s,s,s,10
20K686,Brooklyn School of Inquiry,525,s,s,s,s,s,s
20K700,Universal Pre-K C.B.O.,2948,36,0.0122116692,s,s,s,34
20K748,P.S. 748 Brooklyn School for Global Scholars,501,18,0.0359281451,s,s,s,17
20K768,District 20 Pre-K Center,1130,12,0.010619469,s,s,s,8
20K936,MS 936 Arts Off 3rd,154,17,0.1103896126,s,s,s,17
20K939,Sunset School of Cultural Learning,66,15,0.227272734,s,s,s,14
20K971,"School of Math, Science, and Healthy Living",271,6,0.0221402217,s,s,s,6
21K090,P.S. 90 Edna Cohen School,533,58,0.10881800950000001,11,s,s,39
21K095,P.S. 095 The Gravesend,1006,26,0.0258449297,s,s,s,18
21K096,I.S. 096 Seth Low,830,53,0.0638554245,7,s,s,44
21K097,P.S. 97 The Highlawn,717,20,0.0278940033,s,s,s,20
21K098,I.S. 98 Bay Academy,1700,s,s,s,s,s,s
21K099,P.S. 099 Isaac Asimov,852,34,0.0399061032,s,s,s,31
21K100,P.S. 100 The Coney Island School,703,25,0.0355618782,s,s,s,21
21K101,P.S. 101 The Verrazano,993,7,0.0070493454,s,s,s,6
21K121,P.S. 121 Nelson A. Rockefeller,329,30,0.0911854133,s,s,s,26
21K128,P.S. 128 Bensonhurst,436,6,0.0137614682,s,s,s,6
21K153,P.S. 153 Homecrest,575,22,0.0382608697,s,s,s,20
21K177,P.S. 177 The Marlboro,970,38,0.0391752571,s,s,s,33
21K188,P.S. 188 Michael E. Berdy,327,20,0.0611620806,18,s,s,s
21K199,P.S. 199 Frederick Wachtel,562,42,0.0747330934,s,s,s,40
21K209,P.S. 209 Margaret Mead,715,47,0.0657342672,s,s,s,43
21K212,P.S. 212 Lady Deborah Moody,623,35,0.0561797768,s,s,s,30
21K215,P.S. 215 Morris H. Weiss,769,28,0.036410924,s,s,s,24
21K216,P.S. 216 Arturo Toscanini,726,22,0.0303030312,s,s,s,19
21K225,P.S. K225 - The Eileen E. Zaglin,1008,35,0.0347222239,10,s,s,24
21K226,P.S. 226 Alfred De B. Mason,960,62,0.0645833313,s,s,s,58
21K228,I.S. 228 David A. Boody,1605,64,0.0398753881,8,s,s,53
21K238,P.S. 238 Anne Sullivan,632,43,0.0680379719,s,s,s,40
21K239,Mark Twain I.S. 239 for the Gifted & Talented,1331,19,0.0142749809,s,s,s,18
21K253,P.S. 253,889,69,0.0776152983,s,s,s,64
21K281,I.S. 281 Joseph B Cavallaro,1220,55,0.0450819656,6,s,s,47
21K288,P.S. 288 The Shirley Tanyhill,556,31,0.0557553954,24,s,s,s
21K303,I.S. 303 Herbert S. Eisenberg,535,45,0.0841121525,s,s,s,39
21K329,P.S. 329 Surfside,373,44,0.1179624647,18,12,6,25
21K337,International High School at Lafayette,326,132,0.4049079716,s,s,s,131
21K344,Rachel Carson High School for Coastal Studies,597,18,0.0301507544,s,s,s,15
21K348,High School of Sports Management,276,34,0.1231884062,8,s,s,25
21K410,Abraham Lincoln High School,1815,152,0.0837465599,39,12,27,104
21K444,Home Schooling,389,10,0.0257069413,6,s,s,s
21K468,Kingsborough Early College School,757,43,0.0568031706,11,s,s,28
21K525,Edward R. Murrow High School,3645,287,0.0787379965,23,11,12,261
21K540,John Dewey High School,2260,181,0.0800884962,39,21,18,133
21K559,Life Academy High School for Film and Music,250,28,0.1120000035,9,s,s,18
21K572,Leaders High School,395,27,0.0683544278,6,s,s,20
21K620,William E. Grady Career and Technical Education Hi,510,47,0.0921568647,18,7,11,28
21K690,Brooklyn Studio Secondary School,976,27,0.027663935,s,s,s,23
21K700,Universal Pre-K C.B.O.,1854,24,0.0129449842,s,s,s,6
21K728,Liberation Diploma Plus,230,26,0.1130434796,9,s,s,14
21K840,Brooklyn's Daily Discovery Pre-K Center,255,s,s,s,s,s,s
22K014,J.H.S. 014 Shell Bank,544,61,0.1121323556,15,9,6,41
22K052,P.S. 052 Sheepshead Bay,790,32,0.0405063294,21,s,s,10
22K078,J.H.S. 078 Roy H. Mann,535,48,0.0897196233,9,s,s,38
22K109,P.S. 109,537,123,0.2290502787,98,78,20,25
22K119,P.S. 119 Amersfort,430,31,0.0720930248,s,s,s,28
22K134,P.S. K134,582,22,0.0378006883,s,s,s,22
22K139,P.S. 139 Alexine A. Fenty,843,79,0.0937129334,8,s,s,69
22K152,School of Science & Technology,581,47,0.0808950067,13,s,s,34
22K193,P.S. 193 Gil Hodges,610,34,0.055737704,s,s,s,31
22K194,P.S. 194 Raoul Wallenberg,533,69,0.1294559091,23,s,s,44
22K195,P.S. 195 Manhattan Beach,422,s,s,s,s,s,s
22K197,P.S. 197 - The Kings Highway Academy,913,84,0.0920043811,s,s,s,82
22K198,P.S. 198 Brooklyn,332,43,0.1295180768,21,14,7,22
22K203,P.S. 203 Floyd Bennett School,563,46,0.081705153,12,6,6,33
22K206,P.S. 206 Joseph F Lamb,1539,45,0.0292397663,s,s,s,41
22K207,P.S. 207 Elizabeth G. Leary,1052,11,0.0104562733,s,s,s,7
22K217,P.S. 217 Colonel David Marcus School,1066,52,0.048780486,s,s,s,47
22K222,P.S. 222 Katherine R. Snyder,811,11,0.0135635016,s,s,s,9
22K234,J.H.S. 234 Arthur W. Cunningham,1464,110,0.0751366094,s,s,s,106
22K236,P.S. 236 Mill Basin,576,16,0.027777778,s,s,s,13
22K240,Andries Hudde,591,103,0.1742808819,29,15,14,72
22K245,P.S. 245,261,16,0.0613026805,s,s,s,13
22K251,P.S. 251 Paerdegat,404,36,0.0891089141,16,s,s,18
22K254,P.S. 254 Dag Hammarskjold,691,9,0.0130246021,s,s,s,9
22K255,P.S. 255 Barbara Reing School,833,64,0.0768307298,s,s,s,61
22K277,P.S. 277 Gerritsen Beach,384,s,s,s,s,s,s
22K278,J.H.S. 278 Marine Park,1268,80,0.0630914792,7,s,s,73
22K312,P.S. 312 Bergen Beach,724,65,0.0897790045,s,s,s,58
22K315,P.S. K315,575,71,0.1234782636,18,6,12,48
22K326,P.S. 326,142,s,s,s,s,s,s
22K361,P.S. 361 East Flatbush Early Childhood School,505,86,0.1702970266,25,13,12,61
22K381,I. S. 381,327,9,0.0275229365,7,s,s,s
22K405,Midwood High School,4111,208,0.0505959615,16,8,8,188
22K425,James Madison High School,3888,240,0.0617283955,17,s,s,214
22K444,Home Schooling,656,20,0.0304878056,7,s,s,13
22K535,Leon M. Goldstein High School for the Sciences,1032,10,0.0096899224,s,s,s,8
22K555,Brooklyn College Academy,668,21,0.0314371251,s,s,s,18
22K611,Origins High School,414,39,0.0942028984,7,s,s,29
22K630,Professional Pathways High School,207,14,0.0676328465,s,s,s,9
22K700,Universal Pre-K C.B.O.,1755,17,0.0096866097,14,8,6,s
22K853,The Joan Snow Pre-K Center,227,6,0.0264317188,s,s,s,s
22K889,P.S. 889,259,13,0.050193049,s,s,s,9
22K890,M.S. 890,296,20,0.0675675645,s,s,s,16
23K041,P.S. 041 Francis White,298,55,0.184563756,31,24,7,24
23K137,P.S./I.S. 137 Rachel Jean Mitchell,175,21,0.1199999973,11,s,s,10
23K150,P.S. 150 Christopher,165,22,0.1333333403,15,s,s,6
23K155,P.S./ I.S. 155 Nicholas Herkimer,355,62,0.1746478826,43,35,8,17
23K156,P.S. 156 Waverly,530,89,0.1679245234,63,37,26,20
23K165,P.S. 165 Ida Posner,259,52,0.2007721961,32,23,9,17
23K178,P.S. 178 Saint Clair Mckelway,291,80,0.2749140859,49,34,15,28
23K184,P.S. 184 Newport,459,87,0.1895424873,48,23,25,26
23K284,"The Gregory Jocko Jackson School of Sports, Art, a",264,34,0.1287878752,26,18,8,7
23K298,P.S. 298 Dr. Betty Shabazz,299,64,0.214046821,44,28,16,19
23K323,P.S./I.S. 323,514,85,0.1653696448,69,51,18,11
23K327,P.S. 327 Dr. Rose B. English,269,54,0.2007434964,36,25,11,18
23K363,Brownsville Collaborative Middle School,270,56,0.2074074,32,18,14,18
23K392,I.S. 392,325,27,0.0830769241,14,s,s,12
23K401,Christopher Avenue Community School,299,99,0.3311036825,83,60,23,16
23K444,Home Schooling,131,15,0.1145038158,9,s,s,s
23K446,Riverdale Avenue Community School,324,63,0.1944444478,38,s,s,25
23K493,Brooklyn Collegiate: A College Board School,369,45,0.1219512224,29,20,9,14
23K514,Frederick Douglass Academy VII High School,142,21,0.1478873193,12,s,s,8
23K518,Kappa V (Knowledge and Power Preparatory Academy),133,25,0.187969923,10,s,s,12
23K522,Mott Hall IV,133,18,0.1353383511,8,s,s,8
