DBN,School Name,Year,Total Enrollment,Grade 3K,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multi-Racial,% Multi-Racial,# Native American,% Native American,# White,% White,# Missing Race/Ethnicity Data,% Missing Race/Ethnicity Data,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
21K188,P.S. 188 Michael E. Berdy,2020-21,306,0,13,41,44,43,41,65,59,0,0,0,0,0,0,0,140,0.458,166,0.542,14,0.046,163,0.533,98,0.32,6,0.02,6,0.02,19,0.062,0,0,76,0.248,29,0.095,284,92.8%,94.3%
21K188,P.S. 188 Michael E. Berdy,2021-22,261,0,15,27,38,41,40,42,58,0,0,0,0,0,0,0,106,0.406,155,0.594,9,0.034,149,0.571,80,0.307,6,0.023,3,0.011,14,0.054,0,0,61,0.234,25,0.096,238,91.2%,94.2%
21K199,P.S. 199 Frederick Wachtel,2017-18,556,0,35,90,101,93,79,78,80,0,0,0,0,0,0,0,279,0.502,277,0.498,132,0.237,30,0.054,124,0.223,4,0.007,3,0.005,263,0.473,0,0,110,0.198,177,0.318,471,84.7%,81.2%
21K199,P.S. 199 Frederick Wachtel,2018-19,567,0,36,86,93,100,84,84,84,0,0,0,0,0,0,0,271,0.478,296,0.522,144,0.254,35,0.062,122,0.215,5,0.009,3,0.005,258,0.455,0,0,132,0.233,162,0.286,479,84.5%,81.5%
21K199,P.S. 199 Frederick Wachtel,2019-20,571,0,36,96,86,83,96,89,85,0,0,0,0,0,0,0,273,0.478,298,0.522,131,0.229,37,0.065,121,0.212,5,0.009,6,0.011,271,0.475,0,0,132,0.231,147,0.257,475,83.2%,82.5%
21K199,P.S. 199 Frederick Wachtel,2020-21,535,0,33,84,88,84,75,88,83,0,0,0,0,0,0,0,249,0.465,286,0.535,135,0.252,29,0.054,104,0.194,6,0.011,8,0.015,253,0.473,0,0,127,0.237,134,0.25,416,77.8%,77.6%
21K199,P.S. 199 Frederick Wachtel,2021-22,519,0,29,84,80,81,78,75,92,0,0,0,0,0,0,0,228,0.439,291,0.561,127,0.245,40,0.077,97,0.187,5,0.01,4,0.008,246,0.474,0,0,120,0.231,146,0.281,428,82.5%,74.7%
21K209,P.S. 209 Margaret Mead,2017-18,733,0,36,86,78,94,87,71,80,67,67,67,0,0,0,0,347,0.473,386,0.527,231,0.315,25,0.034,177,0.241,6,0.008,1,0.001,293,0.4,0,0,195,0.266,141,0.192,586,79.9%,70.0%
21K209,P.S. 209 Margaret Mead,2018-19,706,0,36,77,78,78,88,94,69,59,64,63,0,0,0,0,335,0.475,371,0.525,217,0.307,21,0.03,177,0.251,10,0.014,3,0.004,278,0.394,0,0,198,0.28,145,0.205,526,74.5%,70.2%
21K209,P.S. 209 Margaret Mead,2019-20,742,0,30,87,85,81,75,88,97,60,69,70,0,0,0,0,355,0.478,387,0.522,219,0.295,22,0.03,203,0.274,9,0.012,3,0.004,286,0.385,0,0,195,0.263,174,0.235,578,77.9%,74.7%
21K209,P.S. 209 Margaret Mead,2020-21,686,0,32,67,79,79,72,73,82,74,62,66,0,0,0,0,332,0.484,354,0.516,197,0.287,21,0.031,185,0.27,9,0.013,3,0.004,269,0.392,2,0.003,165,0.241,156,0.227,518,75.5%,71.9%
21K209,P.S. 209 Margaret Mead,2021-22,664,0,28,69,72,76,75,67,71,65,73,68,0,0,0,0,326,0.491,338,0.509,186,0.28,17,0.026,165,0.248,9,0.014,4,0.006,279,0.42,4,0.006,139,0.209,141,0.212,497,74.8%,65.3%
21K212,P.S. 212 Lady Deborah Moody,2017-18,699,0,54,119,99,95,121,117,94,0,0,0,0,0,0,0,364,0.521,335,0.479,237,0.339,83,0.119,257,0.368,4,0.006,4,0.006,114,0.163,0,0,169,0.242,126,0.18,607,86.8%,85.1%
21K212,P.S. 212 Lady Deborah Moody,2018-19,720,0,52,124,116,91,93,125,119,0,0,0,0,0,0,0,364,0.506,356,0.494,245,0.34,86,0.119,264,0.367,6,0.008,2,0.003,117,0.162,0,0,192,0.267,152,0.211,617,85.7%,83.7%
21K212,P.S. 212 Lady Deborah Moody,2019-20,694,0,54,110,117,112,92,92,117,0,0,0,0,0,0,0,351,0.506,343,0.494,234,0.337,79,0.114,255,0.367,7,0.01,2,0.003,117,0.169,0,0,176,0.254,148,0.213,598,86.2%,85.1%
21K212,P.S. 212 Lady Deborah Moody,2020-21,609,0,47,82,104,102,103,86,85,0,0,0,0,0,0,0,318,0.522,291,0.478,201,0.33,69,0.113,225,0.369,3,0.005,2,0.003,109,0.179,0,0,155,0.255,150,0.246,537,88.2%,83.4%
21K212,P.S. 212 Lady Deborah Moody,2021-22,586,0,44,82,86,99,92,101,82,0,0,0,0,0,0,0,306,0.522,280,0.478,200,0.341,58,0.099,217,0.37,3,0.005,3,0.005,104,0.177,1,0.002,142,0.242,150,0.256,494,84.3%,80.0%
21K215,P.S. 215 Morris H. Weiss,2017-18,920,0,54,127,137,130,153,143,176,0,0,0,0,0,0,0,437,0.475,483,0.525,219,0.238,19,0.021,231,0.251,2,0.002,7,0.008,442,0.48,0,0,135,0.147,199,0.216,683,74.2%,69.5%
21K215,P.S. 215 Morris H. Weiss,2018-19,838,0,36,120,133,131,131,147,140,0,0,0,0,0,0,0,409,0.488,429,0.512,211,0.252,12,0.014,215,0.257,4,0.005,7,0.008,389,0.464,0,0,134,0.16,187,0.223,592,70.6%,67.5%
21K215,P.S. 215 Morris H. Weiss,2019-20,827,0,35,125,137,123,130,133,144,0,0,0,0,0,0,0,414,0.501,413,0.499,223,0.27,8,0.01,220,0.266,5,0.006,4,0.005,367,0.444,0,0,130,0.157,172,0.208,587,71.0%,69.9%
21K215,P.S. 215 Morris H. Weiss,2020-21,752,0,32,105,123,131,110,128,123,0,0,0,0,0,0,0,380,0.505,372,0.495,210,0.279,10,0.013,191,0.254,7,0.009,2,0.003,332,0.441,0,0,110,0.146,156,0.207,542,72.1%,70.8%
21K215,P.S. 215 Morris H. Weiss,2021-22,714,27,32,103,101,115,117,103,116,0,0,0,0,0,0,0,343,0.48,371,0.52,201,0.282,10,0.014,193,0.27,6,0.008,2,0.003,302,0.423,0,0,103,0.144,182,0.255,477,66.8%,69.5%
21K216,P.S. 216 Arturo Toscanini,2017-18,762,0,101,120,103,113,111,102,112,0,0,0,0,0,0,0,376,0.493,386,0.507,221,0.29,25,0.033,141,0.185,7,0.009,5,0.007,363,0.476,0,0,110,0.144,157,0.206,574,75.3%,67.9%
21K216,P.S. 216 Arturo Toscanini,2018-19,745,0,78,118,111,111,110,113,104,0,0,0,0,0,0,0,381,0.511,364,0.489,216,0.29,23,0.031,131,0.176,5,0.007,7,0.009,363,0.487,0,0,129,0.173,178,0.239,556,74.6%,70.6%
21K216,P.S. 216 Arturo Toscanini,2019-20,765,2,80,127,114,110,113,112,107,0,0,0,0,0,0,0,399,0.522,366,0.478,212,0.277,21,0.027,142,0.186,3,0.004,9,0.012,378,0.494,0,0,149,0.195,182,0.238,577,75.4%,72.9%
21K216,P.S. 216 Arturo Toscanini,2020-21,697,1,70,96,117,110,95,104,104,0,0,0,0,0,0,0,347,0.498,350,0.502,210,0.301,23,0.033,129,0.185,7,0.01,8,0.011,319,0.458,1,0.001,129,0.185,179,0.257,520,74.6%,72.2%
21K216,P.S. 216 Arturo Toscanini,2021-22,667,0,68,113,95,105,102,92,92,0,0,0,0,0,0,0,336,0.504,331,0.496,194,0.291,27,0.04,143,0.214,4,0.006,10,0.015,288,0.432,1,0.001,123,0.184,184,0.276,503,75.4%,69.7%
21K225,P.S. K225 - The Eileen E. Zaglin,2017-18,1011,0,47,103,90,91,100,97,119,104,121,139,0,0,0,0,440,0.435,571,0.565,198,0.196,20,0.02,338,0.334,2,0.002,7,0.007,445,0.44,1,0.001,203,0.201,414,0.409,791,78.2%,82.7%
21K225,P.S. K225 - The Eileen E. Zaglin,2018-19,996,0,47,98,87,91,96,97,109,123,128,120,0,0,0,0,428,0.43,568,0.57,217,0.218,21,0.021,333,0.334,2,0.002,9,0.009,413,0.415,1,0.001,200,0.201,388,0.39,821,82.4%,83.6%
21K225,P.S. K225 - The Eileen E. Zaglin,2019-20,1005,0,45,94,103,82,82,103,97,140,129,130,0,0,0,0,450,0.448,555,0.552,208,0.207,22,0.022,344,0.342,1,0.001,10,0.01,420,0.418,0,0,197,0.196,356,0.354,835,83.1%,86.4%
21K225,P.S. K225 - The Eileen E. Zaglin,2020-21,954,0,33,81,96,96,81,88,97,109,139,134,0,0,0,0,433,0.454,521,0.546,211,0.221,21,0.022,324,0.34,0,0,11,0.012,385,0.404,2,0.002,176,0.184,335,0.351,792,83.0%,85.7%
21K225,P.S. K225 - The Eileen E. Zaglin,2021-22,878,0,28,76,86,98,87,68,86,108,113,128,0,0,0,0,409,0.466,469,0.534,197,0.224,17,0.019,284,0.323,0,0,14,0.016,364,0.415,2,0.002,151,0.172,330,0.376,691,78.7%,82.2%
21K226,P.S. 226 Alfred De B. Mason,2017-18,1030,0,54,104,102,99,121,111,112,122,105,100,0,0,0,0,490,0.476,540,0.524,314,0.305,17,0.017,304,0.295,4,0.004,6,0.006,385,0.374,0,0,170,0.165,269,0.261,891,86.5%,79.5%
21K226,P.S. 226 Alfred De B. Mason,2018-19,1022,0,54,101,110,103,99,119,106,103,124,103,0,0,0,0,471,0.461,551,0.539,313,0.306,15,0.015,306,0.299,6,0.006,7,0.007,375,0.367,0,0,179,0.175,269,0.263,835,81.7%,77.4%
21K226,P.S. 226 Alfred De B. Mason,2019-20,1029,0,52,102,97,107,110,103,123,102,100,133,0,0,0,0,488,0.474,541,0.526,299,0.291,16,0.016,316,0.307,8,0.008,11,0.011,379,0.368,0,0,186,0.181,273,0.265,838,81.4%,79.1%
21K226,P.S. 226 Alfred De B. Mason,2020-21,943,0,50,89,98,92,104,103,103,101,103,100,0,0,0,0,454,0.481,489,0.519,274,0.291,13,0.014,306,0.324,6,0.006,12,0.013,332,0.352,0,0,164,0.174,299,0.317,752,79.7%,79.3%
21K226,P.S. 226 Alfred De B. Mason,2021-22,888,0,47,87,83,89,89,97,99,95,98,104,0,0,0,0,422,0.475,466,0.525,250,0.282,10,0.011,303,0.341,5,0.006,10,0.011,310,0.349,0,0,163,0.184,297,0.334,718,80.9%,77.7%
21K228,I.S. 228 David A. Boody,2017-18,1311,0,0,0,0,0,0,0,0,475,417,419,0,0,0,0,637,0.486,674,0.514,377,0.288,69,0.053,347,0.265,6,0.005,4,0.003,503,0.384,5,0.004,207,0.158,137,0.105,"1,060",80.9%,70.3%
21K228,I.S. 228 David A. Boody,2018-19,1413,0,0,0,0,0,0,0,0,510,481,422,0,0,0,0,648,0.459,765,0.541,414,0.293,71,0.05,359,0.254,9,0.006,2,0.001,550,0.389,8,0.006,223,0.158,181,0.128,"1,106",78.3%,69.8%
21K228,I.S. 228 David A. Boody,2019-20,1498,0,0,0,0,0,0,0,0,503,514,481,0,0,0,0,685,0.457,813,0.543,452,0.302,72,0.048,335,0.224,9,0.006,5,0.003,623,0.416,2,0.001,215,0.144,185,0.123,"1,154",77.0%,71.5%
21K228,I.S. 228 David A. Boody,2020-21,1591,0,0,0,0,0,0,0,0,600,485,506,0,0,0,0,724,0.455,867,0.545,476,0.299,72,0.045,352,0.221,10,0.006,9,0.006,669,0.42,3,0.002,240,0.151,266,0.167,"1,197",75.2%,71.1%
21K228,I.S. 228 David A. Boody,2021-22,1556,0,0,0,0,0,0,0,0,563,544,449,0,0,0,0,735,0.472,821,0.528,467,0.3,51,0.033,357,0.229,7,0.004,11,0.007,660,0.424,3,0.002,226,0.145,191,0.123,"1,166",74.9%,68.4%
21K238,P.S. 238 Anne Sullivan,2017-18,611,0,72,78,55,68,48,53,59,54,64,60,0,0,0,0,292,0.478,319,0.522,128,0.209,25,0.041,303,0.496,6,0.01,1,0.002,148,0.242,0,0,129,0.211,201,0.329,517,84.6%,86.9%
21K238,P.S. 238 Anne Sullivan,2018-19,614,0,72,57,76,56,69,47,55,64,58,60,0,0,0,0,287,0.467,327,0.533,138,0.225,24,0.039,298,0.485,7,0.011,0,0,147,0.239,0,0,129,0.21,215,0.35,528,86.0%,89.1%
21K238,P.S. 238 Anne Sullivan,2019-20,605,1,62,71,56,76,55,69,49,51,61,54,0,0,0,0,306,0.506,299,0.494,135,0.223,15,0.025,293,0.484,7,0.012,0,0,155,0.256,0,0,125,0.207,243,0.402,520,86.0%,89.2%
21K238,P.S. 238 Anne Sullivan,2020-21,607,0,54,72,67,51,75,54,67,51,50,66,0,0,0,0,306,0.504,301,0.496,134,0.221,17,0.028,287,0.473,4,0.007,0,0,165,0.272,0,0,129,0.213,272,0.448,512,84.3%,86.2%
21K238,P.S. 238 Anne Sullivan,2021-22,576,0,51,69,65,65,55,63,49,52,56,51,0,0,0,0,308,0.535,268,0.465,125,0.217,14,0.024,268,0.465,4,0.007,0,0,165,0.286,0,0,122,0.212,259,0.45,471,81.8%,83.9%
21K239,Mark Twain I.S. 239 for the Gifted & Talented,2017-18,1322,0,0,0,0,0,0,0,0,471,422,429,0,0,0,0,677,0.512,645,0.488,368,0.278,91,0.069,75,0.057,29,0.022,2,0.002,680,0.514,77,0.058,157,0.119,14,0.011,507,38.4%,35.7%
21K239,Mark Twain I.S. 239 for the Gifted & Talented,2018-19,1336,0,0,0,0,0,0,0,0,480,441,415,0,0,0,0,703,0.526,633,0.474,358,0.268,85,0.064,94,0.07,34,0.025,2,0.001,684,0.512,79,0.059,193,0.144,18,0.013,490,36.7%,36.2%
21K239,Mark Twain I.S. 239 for the Gifted & Talented,2019-20,1345,0,0,0,0,0,0,0,0,469,450,426,0,0,0,0,754,0.561,591,0.439,376,0.28,82,0.061,97,0.072,41,0.03,2,0.001,683,0.508,64,0.048,185,0.138,16,0.012,510,37.9%,38.4%
21K239,Mark Twain I.S. 239 for the Gifted & Talented,2020-21,1334,0,0,0,0,0,0,0,0,459,439,436,0,0,0,0,751,0.563,583,0.437,359,0.269,80,0.06,120,0.09,39,0.029,4,0.003,685,0.513,47,0.035,204,0.153,19,0.014,482,36.1%,37.2%
21K239,Mark Twain I.S. 239 for the Gifted & Talented,2021-22,1241,0,0,0,0,0,0,0,0,407,410,424,0,0,0,0,683,0.55,558,0.45,340,0.274,116,0.093,127,0.102,52,0.042,6,0.005,576,0.464,24,0.019,184,0.148,30,0.024,520,41.9%,40.3%
21K253,P.S. 253,2017-18,921,0,36,150,156,140,154,143,142,0,0,0,0,0,0,0,448,0.486,473,0.514,349,0.379,3,0.003,336,0.365,4,0.004,8,0.009,221,0.24,0,0,143,0.155,198,0.215,781,84.8%,89.6%
21K253,P.S. 253,2018-19,945,0,36,154,156,156,138,160,145,0,0,0,0,0,0,0,439,0.465,506,0.535,340,0.36,4,0.004,346,0.366,6,0.006,9,0.01,240,0.254,0,0,146,0.154,201,0.213,774,81.9%,88.4%
21K253,P.S. 253,2019-20,944,0,36,152,152,158,146,137,163,0,0,0,0,0,0,0,410,0.434,534,0.566,347,0.368,6,0.006,337,0.357,5,0.005,9,0.01,240,0.254,0,0,157,0.166,202,0.214,790,83.7%,89.3%
21K253,P.S. 253,2020-21,869,0,0,140,151,145,156,139,138,0,0,0,0,0,0,0,376,0.433,493,0.567,309,0.356,6,0.007,322,0.371,5,0.006,7,0.008,220,0.253,0,0,150,0.173,241,0.277,735,84.6%,87.9%
21K253,P.S. 253,2021-22,831,0,0,145,141,133,134,142,136,0,0,0,0,0,0,0,361,0.434,470,0.566,284,0.342,9,0.011,308,0.371,4,0.005,7,0.008,219,0.264,0,0,139,0.167,243,0.292,670,80.6%,86.0%
21K281,I.S. 281 Joseph B Cavallaro,2017-18,1334,0,0,0,0,0,0,0,0,436,492,406,0,0,0,0,601,0.451,733,0.549,547,0.41,85,0.064,323,0.242,4,0.003,2,0.001,373,0.28,0,0,237,0.178,233,0.175,"1,166",87.4%,76.2%
21K281,I.S. 281 Joseph B Cavallaro,2018-19,1346,0,0,0,0,0,0,0,0,410,442,494,0,0,0,0,644,0.478,702,0.522,557,0.414,81,0.06,317,0.236,3,0.002,5,0.004,383,0.285,0,0,239,0.178,229,0.17,"1,124",83.5%,76.4%
21K281,I.S. 281 Joseph B Cavallaro,2019-20,1259,0,0,0,0,0,0,0,0,408,413,438,0,0,0,0,603,0.479,656,0.521,517,0.411,83,0.066,297,0.236,4,0.003,4,0.003,354,0.281,0,0,226,0.18,215,0.171,"1,057",84.0%,78.1%
21K281,I.S. 281 Joseph B Cavallaro,2020-21,1189,0,0,0,0,0,0,0,0,379,404,406,0,0,0,0,566,0.476,623,0.524,494,0.415,66,0.056,300,0.252,5,0.004,7,0.006,313,0.263,4,0.003,215,0.181,242,0.204,966,81.2%,79.4%
21K281,I.S. 281 Joseph B Cavallaro,2021-22,1172,0,0,0,0,0,0,0,0,396,370,406,0,0,0,0,550,0.469,622,0.531,460,0.392,75,0.064,316,0.27,6,0.005,6,0.005,307,0.262,2,0.002,212,0.181,247,0.211,952,81.2%,78.4%
21K288,P.S. 288 The Shirley Tanyhill,2017-18,663,0,29,77,72,75,87,82,70,63,57,51,0,0,0,0,320,0.483,343,0.517,11,0.017,397,0.599,213,0.321,0,0,3,0.005,39,0.059,0,0,204,0.308,40,0.06,620,93.5%,Above 95%
21K288,P.S. 288 The Shirley Tanyhill,2018-19,615,0,30,65,66,59,74,83,68,61,50,59,0,0,0,0,302,0.491,313,0.509,15,0.024,374,0.608,193,0.314,0,0,2,0.003,31,0.05,0,0,187,0.304,32,0.052,582,94.6%,Above 95%
21K288,P.S. 288 The Shirley Tanyhill,2019-20,578,0,29,64,63,64,57,70,66,62,59,44,0,0,0,0,281,0.486,297,0.514,12,0.021,356,0.616,187,0.324,0,0,1,0.002,22,0.038,0,0,174,0.301,23,0.04,548,94.8%,Above 95%
21K288,P.S. 288 The Shirley Tanyhill,2020-21,550,0,19,52,58,58,60,60,65,66,58,54,0,0,0,0,270,0.491,280,0.509,12,0.022,338,0.615,174,0.316,0,0,2,0.004,24,0.044,0,0,159,0.289,26,0.047,522,94.9%,Above 95%
21K288,P.S. 288 The Shirley Tanyhill,2021-22,550,0,23,48,59,65,63,59,58,58,60,57,0,0,0,0,276,0.502,274,0.498,15,0.027,315,0.573,201,0.365,0,0,1,0.002,18,0.033,0,0,150,0.273,28,0.051,516,93.8%,Above 95%
21K303,I.S. 303 Herbert S. Eisenberg,2017-18,538,0,0,0,0,0,0,0,0,177,179,182,0,0,0,0,270,0.502,268,0.498,116,0.216,55,0.102,207,0.385,2,0.004,1,0.002,156,0.29,1,0.002,86,0.16,76,0.141,423,78.6%,81.7%
21K303,I.S. 303 Herbert S. Eisenberg,2018-19,567,0,0,0,0,0,0,0,0,198,173,196,0,0,0,0,273,0.481,294,0.519,124,0.219,57,0.101,215,0.379,6,0.011,1,0.002,163,0.287,1,0.002,92,0.162,94,0.166,430,75.8%,80.5%
21K303,I.S. 303 Herbert S. Eisenberg,2019-20,573,0,0,0,0,0,0,0,0,184,206,183,0,0,0,0,300,0.524,273,0.476,131,0.229,74,0.129,211,0.368,3,0.005,2,0.003,152,0.265,0,0,82,0.143,92,0.161,458,79.9%,84.4%
21K303,I.S. 303 Herbert S. Eisenberg,2020-21,525,0,0,0,0,0,0,0,0,156,173,196,0,0,0,0,253,0.482,272,0.518,132,0.251,62,0.118,183,0.349,1,0.002,3,0.006,144,0.274,0,0,76,0.145,92,0.175,429,81.7%,84.2%
21K303,I.S. 303 Herbert S. Eisenberg,2021-22,425,0,0,0,0,0,0,0,0,88,158,179,0,0,0,0,189,0.445,236,0.555,107,0.252,49,0.115,143,0.336,2,0.005,2,0.005,122,0.287,0,0,75,0.176,70,0.165,353,83.1%,84.9%
21K329,P.S. 329 Surfside,2017-18,414,0,38,69,54,54,72,69,58,0,0,0,0,0,0,0,190,0.459,224,0.541,25,0.06,246,0.594,117,0.283,1,0.002,2,0.005,23,0.056,0,0,111,0.268,18,0.043,Above 95%,Above 95%,93.5%
21K329,P.S. 329 Surfside,2018-19,388,0,29,69,57,54,44,68,67,0,0,0,0,0,0,0,176,0.454,212,0.546,19,0.049,239,0.616,110,0.284,0,0,3,0.008,17,0.044,0,0,109,0.281,16,0.041,Above 95%,Above 95%,93.0%
21K329,P.S. 329 Surfside,2019-20,379,0,40,51,66,55,57,46,64,0,0,0,0,0,0,0,185,0.488,194,0.512,17,0.045,233,0.615,106,0.28,1,0.003,5,0.013,17,0.045,0,0,111,0.293,13,0.034,Above 95%,Above 95%,Above 95%
21K329,P.S. 329 Surfside,2020-21,357,0,27,62,53,66,55,54,40,0,0,0,0,0,0,0,171,0.479,186,0.521,14,0.039,196,0.549,95,0.266,2,0.006,35,0.098,15,0.042,0,0,101,0.283,13,0.036,338,94.7%,Above 95%
21K329,P.S. 329 Surfside,2021-22,331,18,17,51,55,46,51,48,45,0,0,0,0,0,0,0,167,0.505,164,0.495,16,0.048,185,0.559,88,0.266,3,0.009,29,0.088,10,0.03,0,0,76,0.23,15,0.045,Above 95%,Above 95%,Above 95%
21K337,International High School at Lafayette,2017-18,337,0,0,0,0,0,0,0,0,0,0,0,68,96,77,96,114,0.338,223,0.662,121,0.359,16,0.047,110,0.326,1,0.003,2,0.006,87,0.258,0,0,12,0.036,291,0.864,319,94.7%,Above 95%
21K337,International High School at Lafayette,2018-19,347,0,0,0,0,0,0,0,0,0,0,0,82,93,89,83,141,0.406,206,0.594,115,0.331,13,0.037,131,0.378,1,0.003,1,0.003,86,0.248,0,0,9,0.026,308,0.888,306,88.2%,Above 95%
21K337,International High School at Lafayette,2019-20,365,0,0,0,0,0,0,0,0,0,0,0,123,68,79,95,153,0.419,212,0.581,100,0.274,12,0.033,157,0.43,2,0.005,1,0.003,93,0.255,0,0,7,0.019,322,0.882,318,87.1%,Above 95%
21K337,International High School at Lafayette,2020-21,317,0,0,0,0,0,0,0,0,0,0,0,70,66,93,88,140,0.442,177,0.558,74,0.233,13,0.041,152,0.479,2,0.006,1,0.003,75,0.237,0,0,7,0.022,285,0.899,287,90.5%,Above 95%
21K337,International High School at Lafayette,2021-22,349,0,0,0,0,0,0,0,0,0,0,0,117,56,79,97,151,0.433,198,0.567,63,0.181,12,0.034,194,0.556,1,0.003,3,0.009,74,0.212,2,0.006,7,0.02,335,0.96,302,86.5%,Above 95%
21K344,Rachel Carson High School for Coastal Studies,2017-18,639,0,0,0,0,0,0,0,0,0,0,0,188,177,143,131,285,0.446,354,0.554,97,0.152,110,0.172,139,0.218,2,0.003,2,0.003,283,0.443,6,0.009,126,0.197,92,0.144,439,68.7%,75.6%
21K344,Rachel Carson High School for Coastal Studies,2018-19,623,0,0,0,0,0,0,0,0,0,0,0,184,157,149,133,281,0.451,342,0.549,112,0.18,86,0.138,118,0.189,3,0.005,2,0.003,294,0.472,8,0.013,111,0.178,116,0.186,440,70.6%,78.0%
21K344,Rachel Carson High School for Coastal Studies,2019-20,619,0,0,0,0,0,0,0,0,0,0,0,168,164,148,139,277,0.447,342,0.553,123,0.199,71,0.115,121,0.195,5,0.008,4,0.006,286,0.462,9,0.015,101,0.163,121,0.195,468,75.6%,83.9%
21K344,Rachel Carson High School for Coastal Studies,2020-21,574,0,0,0,0,0,0,0,0,0,0,0,141,169,142,122,265,0.462,309,0.538,112,0.195,65,0.113,114,0.199,5,0.009,4,0.007,267,0.465,7,0.012,104,0.181,118,0.206,436,76.0%,83.8%
21K344,Rachel Carson High School for Coastal Studies,2021-22,594,0,0,0,0,0,0,0,0,0,0,0,160,143,156,135,275,0.463,319,0.537,100,0.168,60,0.101,123,0.207,4,0.007,7,0.012,288,0.485,12,0.02,93,0.157,120,0.202,414,69.7%,79.1%
21K348,High School of Sports Management,2017-18,242,0,0,0,0,0,0,0,0,0,0,0,80,78,53,31,37,0.153,204,0.843,16,0.066,115,0.475,69,0.285,1,0.004,6,0.025,31,0.128,4,0.017,50,0.207,27,0.112,195,80.6%,81.0%
21K348,High School of Sports Management,2018-19,241,0,0,0,0,0,0,0,0,0,0,0,43,73,73,52,44,0.183,197,0.817,15,0.062,116,0.481,69,0.286,1,0.004,5,0.021,29,0.12,6,0.025,55,0.228,30,0.124,183,75.9%,82.0%
21K348,High School of Sports Management,2019-20,269,0,0,0,0,0,0,0,0,0,0,0,81,49,72,67,58,0.216,211,0.784,29,0.108,94,0.349,100,0.372,2,0.007,3,0.011,38,0.141,3,0.011,61,0.227,45,0.167,199,74.0%,84.9%
21K348,High School of Sports Management,2020-21,277,0,0,0,0,0,0,0,0,0,0,0,59,78,52,88,63,0.227,214,0.773,35,0.126,98,0.354,94,0.339,3,0.011,4,0.014,43,0.155,0,0,65,0.235,49,0.177,225,81.2%,86.7%
21K348,High School of Sports Management,2021-22,329,0,0,0,0,0,0,0,0,0,0,0,120,61,80,68,72,0.219,257,0.781,58,0.176,69,0.21,139,0.422,3,0.009,6,0.018,54,0.164,0,0,78,0.237,109,0.331,234,71.1%,87.8%
21K410,Abraham Lincoln High School,2017-18,1998,0,0,0,0,0,0,0,0,0,0,0,579,557,444,418,770,0.385,1228,0.615,314,0.157,806,0.403,453,0.227,6,0.003,11,0.006,399,0.2,9,0.005,303,0.152,376,0.188,"1,588",79.5%,82.5%
21K410,Abraham Lincoln High School,2018-19,1904,0,0,0,0,0,0,0,0,0,0,0,605,489,425,385,765,0.402,1139,0.598,292,0.153,796,0.418,470,0.247,4,0.002,13,0.007,324,0.17,5,0.003,316,0.166,336,0.176,"1,508",79.2%,82.5%
21K410,Abraham Lincoln High School,2019-20,1837,0,0,0,0,0,0,0,0,0,0,0,619,486,380,352,765,0.416,1072,0.584,276,0.15,774,0.421,473,0.257,7,0.004,15,0.008,284,0.155,8,0.004,315,0.171,251,0.137,"1,555",84.6%,84.1%
21K410,Abraham Lincoln High School,2020-21,1817,0,0,0,0,0,0,0,0,0,0,0,547,552,375,343,769,0.423,1048,0.577,274,0.151,745,0.41,491,0.27,9,0.005,17,0.009,268,0.147,13,0.007,324,0.178,272,0.15,"1,446",79.6%,82.9%
21K410,Abraham Lincoln High School,2021-22,1989,0,0,0,0,0,0,0,0,0,0,0,718,477,449,345,867,0.436,1122,0.564,305,0.153,792,0.398,577,0.29,9,0.005,21,0.011,269,0.135,16,0.008,361,0.181,278,0.14,"1,545",77.7%,80.6%
21K468,Kingsborough Early College School,2017-18,657,0,0,0,0,0,0,0,0,94,97,100,102,89,84,91,310,0.472,346,0.527,49,0.075,158,0.24,192,0.292,4,0.006,2,0.003,244,0.371,8,0.012,123,0.187,10,0.015,475,72.3%,65.2%
21K468,Kingsborough Early College School,2018-19,669,0,0,0,0,0,0,0,0,112,86,92,114,94,88,83,315,0.471,354,0.529,47,0.07,166,0.248,214,0.32,5,0.007,3,0.004,226,0.338,8,0.012,126,0.188,9,0.013,469,70.1%,65.9%
21K468,Kingsborough Early College School,2019-20,704,0,0,0,0,0,0,0,0,111,104,86,112,109,92,90,336,0.477,368,0.523,53,0.075,180,0.256,235,0.334,8,0.011,1,0.001,215,0.305,12,0.017,126,0.179,16,0.023,494,70.2%,69.1%
21K468,Kingsborough Early College School,2020-21,754,0,0,0,0,0,0,0,0,116,110,102,113,108,112,93,367,0.487,387,0.513,61,0.081,179,0.237,281,0.373,10,0.013,0,0,213,0.282,10,0.013,141,0.187,31,0.041,513,68.0%,71.9%
21K468,Kingsborough Early College School,2021-22,739,0,0,0,0,0,0,0,0,107,104,103,109,103,104,109,372,0.503,367,0.497,61,0.083,169,0.229,280,0.379,10,0.014,3,0.004,206,0.279,10,0.014,141,0.191,35,0.047,523,70.8%,73.0%
